iter	RMSE
288	6.006249669
289	6.005898183
290	6.004816103
291	6.003632643
292	6.002048681
293	6.001181587
294	6.000641194
295	6.000308509
296	5.999600526
297	5.998650547
298	5.997570733
299	5.996405808
300	5.996058607
301	5.995216467
302	5.994871365
303	5.99436257
304	5.99382974
305	5.993327736
306	5.992984897
307	5.992643434
308	5.992303628
309	5.99196607
310	5.991246817
311	5.988623139
312	5.986535655
313	5.986198824
314	5.985430285
315	5.984794084
316	5.98445994
317	5.983493791
318	5.983161345
319	5.982249161
320	5.981243712
321	5.980741967
322	5.979962473
323	5.979245405
324	5.978914299
325	5.978584709
326	5.978256969
327	5.977367531
328	5.976389374
329	5.975550225
330	5.975224477
331	5.974900526
332	5.973712662
333	5.972084324
334	5.971252172
335	5.970929667
336	5.970608292
337	5.970288328
338	5.969568163
339	5.968987863
340	5.968488245
341	5.967866517
342	5.967102811
343	5.965805329
344	5.965286565
345	5.964967612
346	5.96394169
347	5.963632972
348	5.96331738
349	5.962568452
350	5.961785844
351	5.959952491
352	5.959638098
353	5.958678838
354	5.958366324
355	5.957874742
356	5.956857487
357	5.956093509
358	5.955440377
359	5.954792984
360	5.954302796
361	5.953820874
362	5.953255444
363	5.952785864
364	5.951778692
365	5.951214969
366	5.950757288
367	5.949536163
368	5.949224375
369	5.948469737
370	5.948159077
371	5.947549991
372	5.947249793
373	5.946941059
374	5.946634227
375	5.945748126
376	5.944814773
377	5.944509318
378	5.942736202
379	5.942432219
380	5.9421372
381	5.941007022
382	5.940290847
383	5.939733703
384	5.938339289
385	5.938037385
386	5.937118784
387	5.9368184
388	5.936038103
389	5.935033953
390	5.93429966
391	5.934008771
392	5.933121957
393	5.932595164
394	5.932296442
395	5.930738035
396	5.930449728
397	5.930161625
398	5.929467803
399	5.929173119
400	5.928579003
401	5.928294949
402	5.92755557
403	5.926684708
404	5.925754607
405	5.925462415
406	5.924800798
407	5.924509689
408	5.92397486
409	5.923506179
410	5.923043216
411	5.922363584
412	5.921635847
413	5.920919316
414	5.920629126
415	5.920339796
416	5.919448777
417	5.918882427
418	5.918593883
419	5.918313679
420	5.917405583
421	5.91711964
422	5.916732646
423	5.915632431
424	5.914674888
425	5.91411204
426	5.913811184
427	5.91351366
428	5.913219577
429	5.91292836
430	5.912647626
431	5.912361953
432	5.91207144
433	5.911616785
434	5.911038124
435	5.910756838
436	5.910305424
437	5.909879645
438	5.909445794
439	5.909168691
440	5.908331127
441	5.907831102
442	5.907437441
443	5.906526946
444	5.905919276
445	5.905177653
446	5.904759903
447	5.904489416
448	5.904212498
449	5.903879759
450	5.903340493
451	5.902388589
452	5.902112782
453	5.900703871
454	5.90042904
455	5.899735531
456	5.89885621
457	5.898283381
458	5.898009813
459	5.897741227
460	5.89701872
461	5.896746975
462	5.896102122
463	5.895838748
464	5.895277884
465	5.893401074
466	5.892664255
467	5.891508789
468	5.890696466
469	5.89042599
470	5.889770196
471	5.889171419
472	5.888686688
473	5.888278387
474	5.888011793
475	5.887227976
476	5.886345649
477	5.885795812
478	5.88512805
479	5.88449869
480	5.884229502
481	5.883638214
482	5.883039061
483	5.882528262
484	5.881617321
485	5.881083798
486	5.880580632
487	5.879774413
488	5.87950581
489	5.878013827
490	5.877172782
491	5.87649891
492	5.876231026
493	5.875964374
494	5.875464229
495	5.874784837
496	5.874136157
497	5.873883274
498	5.87353407
499	5.873277061
500	5.872477344
501	5.871892227
502	5.871628136
503	5.870589176
504	5.870173434
505	5.869540963
506	5.869281227
507	5.869018693
508	5.868334422
509	5.867966058
510	5.867704071
511	5.866845067
512	5.866583372
513	5.866174362
514	5.865913643
515	5.865658544
516	5.865268085
517	5.864738747
518	5.864479611
519	5.864022512
520	5.863769107
521	5.863217368
522	5.862769678
523	5.86225988
524	5.861733201
525	5.861481196
526	5.861079994
527	5.860010266
528	5.859465069
529	5.858711771
530	5.856776036
531	5.856134354
532	5.855564693
533	5.855307212
534	5.854456399
535	5.854200226
536	5.853944771
537	5.853426523
538	5.853175888
539	5.852113786
540	5.851865433
541	5.851355792
542	5.85096201
543	5.850708845
544	5.849968148
545	5.849186414
546	5.84893353
547	5.848277105
548	5.848025054
549	5.84753513
550	5.847071238
551	5.84620206
552	5.845760397
553	5.844706839
554	5.844461098
555	5.844221602
556	5.843681298
557	5.842553467
558	5.841560655
559	5.841317489
560	5.840712099
561	5.840043909
562	5.83921266
563	5.838963131
564	5.838569228
565	5.838327508
566	5.838083606
567	5.837227223
568	5.836839166
569	5.835733042
570	5.835485229
571	5.83510679
572	5.834652257
573	5.834405373
574	5.833721338
575	5.833188195
576	5.832948069
577	5.832702676
578	5.832139655
579	5.831914739
580	5.831676315
581	5.831432322
582	5.830641332
583	5.829839311
584	5.82933453
585	5.828426466
586	5.82789396
587	5.827503161
588	5.827259756
589	5.82685222
590	5.825988399
591	5.824630804
592	5.823974944
593	5.823473933
594	5.823230859
595	5.822189511
596	5.821959473
597	5.821428512
598	5.821050788
599	5.820557576
600	5.820071918
601	5.819829877
602	5.819097665
603	5.818856193
604	5.818338998
605	5.817957526
606	5.817716586
607	5.817476186
608	5.817004735
609	5.816677458
610	5.81530096
611	5.815061358
612	5.814341752
613	5.814115364
614	5.813884009
615	5.813558375
616	5.812962503
617	5.812724838
618	5.81236377
619	5.812126681
620	5.811654905
621	5.811073765
622	5.810837208
623	5.810384754
624	5.809984284
625	5.809440959
626	5.809085811
627	5.808855017
628	5.808074691
629	5.807640713
630	5.807404857
631	5.806853141
632	5.806187241
633	5.80582434
634	5.805062295
635	5.80422652
636	5.803868307
637	5.803368029
638	5.802786564
639	5.802551042
640	5.802316157
641	5.802081819
642	5.801858824
643	5.801338329
644	5.800853808
645	5.80062028
646	5.800181309
647	5.799661248
648	5.799244404
649	5.799024772
650	5.79853423
651	5.798302137
652	5.798070811
653	5.797852147
654	5.797144386
655	5.796810088
656	5.79657971
657	5.795922278
658	5.79529215
659	5.794734756
660	5.793989151
661	5.793759229
662	5.79352986
663	5.793178079
664	5.791417211
665	5.790788937
666	5.790559682
667	5.789998759
668	5.789770166
669	5.78924263
670	5.788538752
671	5.788310551
672	5.787776642
673	5.787415032
674	5.787187499
675	5.786960468
676	5.786740442
677	5.786514426
678	5.786293111
679	5.785810722
680	5.78537493
681	5.785027913
682	5.784809098
683	5.784507754
684	5.784163585
685	5.783939428
686	5.783721215
687	5.783093009
688	5.782055118
689	5.781831806
690	5.781428008
691	5.78011108
692	5.779881002
693	5.779429224
694	5.779206931
695	5.778777397
696	5.778422274
697	5.778115999
698	5.777783147
699	5.777438135
700	5.777004572
701	5.776727737
702	5.776505606
703	5.775861276
704	5.775453911
705	5.775032131
706	5.77481031
707	5.774282585
708	5.77406129
709	5.773493797
710	5.772330815
711	5.771902062
712	5.771486818
713	5.77127271
714	5.770550023
715	5.769814651
716	5.76923096
717	5.769022025
718	5.768436033
719	5.76796188
720	5.767050595
721	5.766830409
722	5.765608489
723	5.765404747
724	5.765185299
725	5.764540619
726	5.764321742
727	5.763884669
728	5.762906061
729	5.762687505
730	5.761913625
731	5.761695582
732	5.761478232
733	5.761267112
734	5.760648356
735	5.760431747
736	5.760215621
737	5.759139621
738	5.758657342
739	5.758321621
740	5.758105987
741	5.75789079
742	5.757547416
743	5.756915378
744	5.756414326
745	5.755839802
746	5.755629201
747	5.755419727
748	5.755115545
749	5.754651543
750	5.754437295
751	5.754023168
752	5.753474489
753	5.75303809
754	5.752123835
755	5.75175521
756	5.751076291
757	5.750391418
758	5.750183921
759	5.749970367
760	5.749698139
761	5.749492057
762	5.749285516
763	5.749024259
764	5.748593319
765	5.748130656
766	5.747706506
767	5.747493977
768	5.747288728
769	5.747000008
770	5.746788348
771	5.746577236
772	5.746091653
773	5.745393423
774	5.745182832
775	5.744654086
776	5.744206179
777	5.743825842
778	5.743615736
779	5.743291991
780	5.743082214
781	5.742573708
782	5.741827044
783	5.741622197
784	5.740923704
785	5.740361402
786	5.73990937
787	5.739410651
788	5.739206727
789	5.738773113
790	5.738371085
791	5.738048459
792	5.737632388
793	5.736895672
794	5.736686757
795	5.73647811
796	5.735888078
797	5.735574732
798	5.734967273
799	5.734663145
800	5.734215283
801	5.733762252
802	5.733227453
803	5.732886385
804	5.732388681
805	5.732180252
806	5.731978825
807	5.731579321
808	5.731371673
809	5.730755307
810	5.730547954
811	5.729911925
812	5.729583373
813	5.729170501
814	5.728558843
815	5.728347266
816	5.727798799
817	5.727478441
818	5.726555978
819	5.726289489
820	5.725896492
821	5.72568975
822	5.725483554
823	5.725277709
824	5.725072207
825	5.724627375
826	5.72441913
827	5.724219358
828	5.723904167
829	5.723699781
830	5.723508479
831	5.723210142
832	5.723006571
833	5.722693103
834	5.722488074
835	5.722067895
836	5.721864837
837	5.721662259
838	5.720990279
839	5.720368757
840	5.719687252
841	5.719107091
842	5.718672683
843	5.718323716
844	5.717562486
845	5.717360203
846	5.717123223
847	5.7158769
848	5.715060273
849	5.714669299
850	5.714477248
851	5.714275558
852	5.713705851
853	5.713432808
854	5.712924444
855	5.71230143
856	5.712100059
857	5.711899053
858	5.711698426
859	5.710792567
860	5.709810778
861	5.709161692
862	5.708328058
863	5.708133111
864	5.70779296
865	5.707366513
866	5.707166763
867	5.706506912
868	5.706313378
869	5.706114115
870	5.705818418
871	5.705472547
872	5.705273581
873	5.705074879
874	5.704663845
875	5.704185047
876	5.70398666
877	5.703687324
878	5.703489343
879	5.70318189
880	5.702828424
881	5.702376283
882	5.701960528
883	5.70158941
884	5.701099847
885	5.700518672
886	5.700285442
887	5.699846556
888	5.699068706
889	5.698010043
890	5.697538469
891	5.697199743
892	5.69699702
893	5.696690985
894	5.696423519
895	5.696117777
896	5.695635781
897	5.695345185
898	5.695031546
899	5.694834014
900	5.69426151
901	5.693994388
902	5.693701021
903	5.693284687
904	5.693087401
905	5.692888557
906	5.692529028
907	5.692331987
908	5.691626716
909	5.69115162
910	5.690955143
911	5.690602906
912	5.690131862
913	5.689935604
914	5.689488108
915	5.689292192
916	5.689102322
917	5.688584043
918	5.688388718
919	5.68802588
920	5.687723144
921	5.687119131
922	5.686704375
923	5.686007335
924	5.685398907
925	5.684814832
926	5.684619651
927	5.684072811
928	5.683581481
929	5.683386946
930	5.683192705
931	5.682706961
932	5.682134756
933	5.681940812
934	5.681747157
935	5.681559949
936	5.681366898
937	5.680829087
938	5.680526298
939	5.680087263
940	5.679877804
941	5.679463025
942	5.678641917
943	5.678344206
944	5.678061927
945	5.677868987
946	5.677676524
947	5.677484409
948	5.677292603
949	5.676840039
950	5.676322404
951	5.675439272
952	5.67524727
953	5.674947025
954	5.67475409
955	5.674392962
956	5.674201981
957	5.673735522
958	5.673450874
959	5.673261357
960	5.672953962
961	5.67171809
962	5.671533337
963	5.671032106
964	5.67084193
965	5.670651962
966	5.670052925
967	5.669679886
968	5.669500569
969	5.669311092
970	5.669121873
971	5.66877406
972	5.668585315
973	5.668055371
974	5.667804657
975	5.66750952
976	5.667321127
977	5.667133135
978	5.666945383
979	5.666757931
980	5.666311745
981	5.665921469
982	5.665734211
983	5.665309192
984	5.665122171
985	5.664418812
986	5.663786612
987	5.663436802
988	5.663249846
989	5.66292158
990	5.662639336
991	5.661949693
992	5.661762692
993	5.661251128
994	5.661064841
995	5.660774472
996	5.660588629
997	5.659937481
998	5.659757828
999	5.659169406
1000	5.658899811
1001	5.658397879
1002	5.658212561
1003	5.658029091
1004	5.65735679
1005	5.656951685
1006	5.656407496
1007	5.656226764
1008	5.656042079
1009	5.655600206
1010	5.655415678
1011	5.655031008
1012	5.65469125
1013	5.65407782
1014	5.653586908
1015	5.653402619
1016	5.653218602
1017	5.652661139
1018	5.652470881
1019	5.652048567
1020	5.65176149
1021	5.651450342
1022	5.651145128
1023	5.650582386
1024	5.650251582
1025	5.649745275
1026	5.649561544
1027	5.649106339
1028	5.648652485
1029	5.64846907
1030	5.648190998
1031	5.648007924
1032	5.647418267
1033	5.646897465
1034	5.646132887
1035	5.645949575
1036	5.64544992
1037	5.644943056
1038	5.644616209
1039	5.644433529
1040	5.644251208
1041	5.64367468
1042	5.643362725
1043	5.643076528
1044	5.642894432
1045	5.6427126
1046	5.642531032
1047	5.642186035
1048	5.641903205
1049	5.641625636
1050	5.641213379
1051	5.640620841
1052	5.640439417
1053	5.640183727
1054	5.639768175
1055	5.639485837
1056	5.638726694
1057	5.638344154
1058	5.638087754
1059	5.637879384
1060	5.637662308
1061	5.637380817
1062	5.637182142
1063	5.636995065
1064	5.636814155
1065	5.636630262
1066	5.636447891
1067	5.636266856
1068	5.636088919
1069	5.635909554
1070	5.63573712
1071	5.635292535
1072	5.635022117
1073	5.634834812
1074	5.634658453
1075	5.634295679
1076	5.633844478
1077	5.633544513
1078	5.633270897
1079	5.632930995
1080	5.632755709
1081	5.632338291
1082	5.631923667
1083	5.631582621
1084	5.631380697
1085	5.631001598
1086	5.630389619
1087	5.629907394
1088	5.629577079
1089	5.629391601
1090	5.629207678
1091	5.628764997
1092	5.628437876
1093	5.62824474
1094	5.627850479
1095	5.62766942
1096	5.627489794
1097	5.627231771
1098	5.626968591
1099	5.626427548
1100	5.626250227
1101	5.625740103
1102	5.624992623
1103	5.624387525
1104	5.62402852
1105	5.623523235
1106	5.623042767
1107	5.622561955
1108	5.622220409
1109	5.622050165
1110	5.621872062
1111	5.621576918
1112	5.62118478
1113	5.621008
1114	5.62083154
1115	5.620655296
1116	5.62048627
1117	5.620310333
1118	5.620134564
1119	5.619768695
1120	5.619593182
1121	5.619181169
1122	5.619006061
1123	5.618724715
1124	5.618384718
1125	5.617964677
1126	5.617379928
1127	5.617065035
1128	5.616890193
1129	5.616701888
1130	5.616418872
1131	5.616244308
1132	5.616070046
1133	5.615666792
1134	5.61535376
1135	5.61508309
1136	5.614721992
1137	5.614397829
1138	5.614166561
1139	5.613897074
1140	5.613630658
1141	5.613211811
1142	5.612775409
1143	5.612289046
1144	5.611763911
1145	5.611589639
1146	5.611419731
1147	5.611101236
1148	5.610723999
1149	5.61033679
1150	5.610162905
1151	5.609502662
1152	5.608799974
1153	5.608552392
1154	5.608044287
1155	5.60778077
1156	5.607517969
1157	5.607258567
1158	5.607084703
1159	5.606832998
1160	5.606423623
1161	5.605820984
1162	5.605573333
1163	5.605399745
1164	5.605226473
1165	5.604863528
1166	5.604302857
1167	5.604134294
1168	5.603389178
1169	5.603216239
1170	5.602795456
1171	5.602288796
1172	5.602119044
1173	5.601809839
1174	5.601232131
1175	5.601064385
1176	5.60089182
1177	5.600469827
1178	5.60029746
1179	5.599998327
1180	5.599830639
1181	5.599426661
1182	5.599254757
1183	5.598945734
1184	5.598680792
1185	5.59851374
1186	5.5983423
1187	5.598054074
1188	5.597803962
1189	5.597557888
1190	5.596832043
1191	5.596579703
1192	5.59623403
1193	5.596062843
1194	5.595891943
1195	5.595678053
1196	5.595147879
1197	5.594977146
1198	5.594483925
1199	5.594313298
